Customer ID,Date of Purchase,Date of Shipping,Order ID,Product Name,Ship Mode,SKU,Discount,Quantity,Total Price
QM203,2023-09-26,2023-10-01,KY-2022-157945,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,Standard Class,KEPATH01,0.36,2,6.72
AW191,2024-09-22,2024-09-27,NE-2023-108245,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,Standard Class,KEPATH01,0.58,3,6.62
IH716,2021-05-10,2021-05-15,VT-2020-159709,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack),Standard Class,KEPATH04,0.19,3,46.24
AE177,2023-03-08,2023-03-12,MA-2022-130400,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.67,3,32.85
ED714,2024-09-07,2024-09-11,LA-2023-100160,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Standard Class,KEPATH12,0.58,3,55.34
JD838,2022-11-09,2022-11-14,WA-2021-146486,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Second Class,KEPATH12,0.53,6,123.85
LR311,2021-09-25,2021-09-30,TN-2020-112914,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Standard Class,KEPATH12,0.25,2,65.88
MR366,2024-01-19,2024-01-23,MI-2023-127292,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Standard Class,KEPATH12,0.39,1,26.79
AE177,2022-11-14,2022-11-17,MA-2021-154746,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,First Class,KEPATH01,0.29,2,7.46
OM513,2022-09-16,2022-09-21,AR-2021-167696,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.55,4,59.72
LR311,2022-11-12,2022-11-18,TN-2021-153283,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.21,2,52.42
LJ868,2021-03-02,2021-03-08,WY-2020-107524,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,Standard Class,KEPATH01,0.67,2,3.46
SC361,2023-12-24,2023-12-30,NV-2022-101651,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,Standard Class,KEPATH01,0.67,7,12.13
MM723,2023-04-08,2023-04-14,VA-2022-104969,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.08,1,30.53
ED714,2023-10-15,2023-10-20,LA-2022-142097,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.71,6,57.73
SR304,2023-06-12,2023-06-15,MO-2022-103730,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),First Class,KEPATH12,0.34,9,260.88
JD838,2024-10-22,2024-10-24,WA-2023-127180,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),First Class,KEPATH12,0.49,5,112.0
DF542,2023-08-03,2023-08-05,FL-2022-104150,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,Second Class,KEPATH01,0.66,3,5.35
AL696,2024-05-09,2024-05-10,VT-2023-134810,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,First Class,KEPATH01,0.56,3,6.93
IH716,2024-01-14,2024-01-15,VT-2023-138779,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,First Class,KEPATH01,0.16,1,4.41
KP976,2024-11-18,2024-11-23,HI-2023-160122,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack),Standard Class,KEPATH04,0.76,6,27.4
ED714,2021-11-17,2021-11-21,LA-2020-130869,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.32,3,67.69
BL360,2022-10-31,2022-11-04,WI-2021-164448,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Second Class,KEPATH08,0.6,5,66.36
QM203,2024-05-05,2024-05-06,KY-2023-105991,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),First Class,KEPATH08,0.38,9,185.14
ED714,2022-09-13,2022-09-17,LA-2021-136728,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Second Class,KEPATH12,0.14,1,37.77
OM513,2022-03-05,2022-03-05,AR-2021-109512,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Same Day,KEPATH12,0.17,3,109.36
RB330,2024-01-12,2024-01-16,MD-2023-108000,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Standard Class,KEPATH12,0.31,1,30.3
DF542,2022-11-30,2022-12-02,FL-2021-140830,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,Second Class,KEPATH01,0.45,2,5.78
AW191,2023-04-08,2023-04-14,NE-2022-150000,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack),Standard Class,KEPATH04,0.0,4,76.12
BL360,2023-07-21,2023-07-26,WI-2022-160941,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Standard Class,KEPATH12,0.74,5,57.1
CB608,2023-02-05,2023-02-05,OK-2022-108504,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Same Day,KEPATH12,0.77,2,20.2
AE177,2024-11-28,2024-12-02,MA-2023-123372,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack),Standard Class,KEPATH04,0.33,2,25.5
LR311,2022-10-31,2022-11-02,TN-2021-132570,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack),Second Class,KEPATH04,0.59,2,15.6
SC361,2023-09-22,2023-09-24,NV-2022-166653,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack),Second Class,KEPATH04,0.68,2,12.18
GF707,2024-10-22,2024-10-28,WA-2023-156363,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.31,4,91.58
AW191,2024-10-27,2024-11-03,NE-2023-127922,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.66,2,22.56
AL696,2024-03-18,2024-03-22,VT-2023-143084,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Standard Class,KEPATH12,0.04,5,210.82
LR311,2021-09-10,2021-09-16,TN-2020-125731,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Standard Class,KEPATH12,0.28,7,221.36
AL696,2022-12-12,2022-12-16,VT-2021-155586,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Second Class,KEPATH12,0.65,4,61.49
AL696,2022-12-12,2022-12-16,VT-2021-155586,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Second Class,KEPATH12,0.56,4,77.3
AL696,2023-12-12,2023-12-16,VT-2022-155586,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Second Class,KEPATH12,0.4,4,105.41
JC375,2021-05-21,2021-05-23,CO-2020-127166,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,Second Class,KEPATH01,0.59,6,12.92
QM203,2024-08-17,2024-08-24,KY-2023-166093,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,Standard Class,KEPATH01,0.58,2,4.41
LR311,2022-12-30,2023-01-03,TN-2021-135580,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Standard Class,KEPATH12,0.66,3,44.8
DF542,2023-12-10,2023-12-13,FL-2022-146941,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),First Class,KEPATH12,0.09,4,159.87
GF707,2022-12-04,2022-12-09,WA-2021-118871,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Second Class,KEPATH12,0.23,3,101.46
GF707,2021-07-21,2021-07-25,WA-2020-129189,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack),Standard Class,KEPATH04,0.32,5,64.7
MR366,2023-11-19,2023-11-24,MI-2022-110156,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.79,3,20.9
KS246,2022-12-21,2022-12-27,NV-2021-112375,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.27,2,48.44
RB330,2022-04-25,2022-05-02,MD-2021-115420,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,Standard Class,KEPATH01,0.78,2,2.31
GF707,2021-10-03,2021-10-03,WA-2020-108903,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Same Day,KEPATH08,0.77,5,38.16
BM992,2023-08-16,2023-08-20,MD-2022-150343,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.34,3,65.7
AW191,2024-09-18,2024-09-23,NE-2023-106180,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.12,3,87.6
LJ868,2024-09-23,2024-09-26,WY-2023-138422,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),First Class,KEPATH12,0.78,3,28.99
NM892,2024-03-30,2024-03-31,MI-2023-113474,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery,First Class,KEPATH01,0.05,2,9.97
BL360,2023-02-23,2023-02-27,WI-2022-144400,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack),Standard Class,KEPATH04,0.35,3,37.11
JC375,2021-06-03,2021-06-07,CO-2020-141299,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Second Class,KEPATH08,0.65,2,23.23
DF542,2023-12-05,2023-12-10,FL-2022-146374,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Second Class,KEPATH12,0.15,7,261.32
JC375,2024-03-24,2024-03-27,CO-2023-166184,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),First Class,KEPATH12,0.4,3,79.06
DD951,2021-11-16,2021-11-21,TN-2020-147704,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Standard Class,KEPATH12,0.12,5,193.25
AW191,2022-09-28,2022-10-04,NE-2021-106978,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack),Standard Class,KEPATH12,0.63,1,16.25
SD934,2024-09-29,2024-10-01,NV-2023-126676,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack),First Class,KEPATH04,0.22,3,44.53
NM892,2024-05-14,2024-05-21,MI-2023-133641,K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack),Standard Class,KEPATH08,0.64,9,107.5
CB608,2023-02-05,2023-02-05,OK-2022-108504,K-Eco Energy Bulbs 13W (4-pack),Same Day,KE13W04,0.67,5,10.81
NR822,2024-01-24,2024-01-30,LA-2023-119669,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.12,3,17.29
SB982,2023-12-15,2023-12-22,OR-2022-135480,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.68,5,18.0
SB982,2024-12-15,2024-12-22,OR-2023-135480,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.45,5,30.94
SB982,2024-12-29,2025-01-02,OR-2023-141531,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.58,5,23.63
BA261,2024-12-29,2025-01-02,AR-2023-130631,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.71,5,16.31
DF542,2023-10-27,2023-10-31,FL-2022-116596,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.49,7,9.46
RA868,2024-12-01,2024-12-07,OH-2023-135860,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.62,9,9.06
JR394,2023-04-17,2023-04-21,UT-2022-133508,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.68,5,4.24
KP976,2021-10-03,2021-10-07,HI-2020-120775,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.66,4,10.13
KH106,2023-02-16,2023-02-20,AZ-2022-168956,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.37,4,31.25
RA868,2023-09-05,2023-09-06,OH-2022-151372,K-Eco Energy Bulbs 20W  (8-pack),First Class,KE20W08,0.51,2,12.15
ED714,2022-11-14,2022-11-17,LA-2021-138674,K-Eco Energy Bulbs 20W  (8-pack),First Class,KE20W08,0.42,5,35.96
AW191,2023-02-15,2023-02-22,NE-2022-162859,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.25,4,37.2
GO720,2024-09-20,2024-09-26,UT-2023-100111,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.36,2,15.87
AB959,2022-11-09,2022-11-13,MI-2021-126466,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.2,2,6.08
ED714,2021-12-16,2021-12-20,LA-2020-153913,K-Eco Energy Bulbs 23W,Second Class,KE23W,0.27,2,5.55
JL549,2022-06-22,2022-06-26,OH-2021-128167,K-Eco Energy Bulbs 23W,Second Class,KE23W,0.61,4,5.93
MF186,2024-07-14,2024-07-18,OR-2023-121048,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.77,4,3.5
NS930,2022-09-12,2022-09-18,MN-2021-102016,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.7,1,1.14
KP976,2022-12-24,2022-12-27,HI-2021-169397,K-Eco Energy Bulbs 23W (4-pack),First Class,KE23W04,0.04,2,23.04
NR822,2024-12-28,2025-01-04,LA-2023-164826,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.48,4,24.96
OM513,2024-08-31,2024-09-05,AR-2023-159884,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.14,3,30.96
PW615,2023-08-08,2023-08-10,CT-2022-121034,K-Eco Energy Bulbs 23W (4-pack),Second Class,KE23W04,0.07,4,44.64
DC275,2023-11-12,2023-11-16,NE-2022-124590,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.62,6,27.36
AJ342,2021-11-07,2021-11-08,GA-2020-146990,K-Eco Energy Bulbs 23W  (8-pack),First Class,KE23W08,0.7,4,21.0
JD838,2024-11-18,2024-11-21,WA-2023-132444,K-Eco Energy Bulbs 23W  (8-pack),First Class,KE23W08,0.2,2,28.0
KP976,2024-01-26,2024-01-30,HI-2023-150469,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.13,8,121.8
JH840,2024-12-07,2024-12-12,KS-2023-134285,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.8,3,10.5
RH129,2022-03-05,2022-03-10,AR-2021-151785,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.72,6,29.4
AL696,2021-04-08,2021-04-15,VT-2020-100363,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.39,2,21.35
TB662,2024-11-30,2024-12-04,GA-2023-102267,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.3,2,24.5
KH715,2021-07-28,2021-07-28,OK-2020-131541,K-Eco Energy Bulbs 9W,Same Day,KE9W,0.25,5,7.5
SV197,2024-09-16,2024-09-20,DE-2023-130715,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.2,5,8.0
SK733,2024-10-12,2024-10-16,OK-2023-150091,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.42,5,5.8
BM992,2023-12-14,2023-12-19,MD-2022-129126,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.12,6,10.56
JH840,2023-11-04,2023-11-04,KS-2022-143308,K-Eco Energy Bulbs 9W,Same Day,KE9W,0.36,3,3.84
JG491,2021-08-25,2021-08-27,GA-2020-115259,K-Eco Energy Bulbs 9W,Second Class,KE9W,0.27,14,20.44
KN704,2023-12-27,2023-12-30,VA-2022-102596,K-Eco Energy Bulbs 9W,First Class,KE9W,0.13,6,10.44
GG466,2023-06-26,2023-06-26,MI-2022-144015,K-Eco Energy Bulbs 9W (4-pack),Same Day,KE9W04,0.64,5,11.16
AW191,2024-11-19,2024-11-23,NE-2023-110926,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.67,7,14.32
AJ342,2021-06-17,2021-06-21,GA-2020-144414,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.0,5,31.0
MG263,2023-07-25,2023-07-27,KS-2022-111115,K-Eco Energy Bulbs 9W (4-pack),Second Class,KE9W04,0.67,6,12.28
AE177,2024-04-10,2024-04-15,MA-2023-161984,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.48,2,6.45
RN447,2024-10-24,2024-10-30,AK-2023-144365,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.01,4,37.62
NS930,2022-04-04,2022-04-04,MN-2021-112452,K-Eco Energy Bulbs 9W  (8-pack),Same Day,KE9W08,0.3,2,13.3
SV197,2023-07-28,2023-08-03,DE-2022-143924,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.22,7,51.87
JW700,2023-08-27,2023-09-01,MO-2022-145982,K-Eco Energy Bulbs 9W  (8-pack),Second Class,KE9W08,0.5,4,19.0
JL549,2024-05-23,2024-05-27,OH-2023-164042,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.43,2,2.55
RB330,2023-07-07,2023-07-11,MD-2022-159940,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.22,1,5.11
CO603,2024-09-11,2024-09-13,MT-2023-117044,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.42,4,15.2
SD110,2023-05-17,2023-05-20,WA-2022-117037,K-Eco Energy Bulbs 13W (4-pack),First Class,KE13W04,0.51,3,9.63
KK578,2023-07-14,2023-07-18,OH-2022-169215,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.23,9,45.39
EN774,2021-09-07,2021-09-14,AZ-2020-126193,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.09,5,29.8
LP623,2024-05-25,2024-05-25,MS-2023-120168,K-Eco Energy Bulbs 13W (4-pack),Same Day,KE13W04,0.7,1,1.97
MG263,2021-08-01,2021-08-06,KS-2020-162684,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.39,2,13.72
EN774,2024-09-11,2024-09-13,AZ-2023-127726,K-Eco Energy Bulbs 13W  (8-pack),Second Class,KE13W08,0.1,4,40.5
SB279,2023-02-22,2023-02-26,MS-2022-143280,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.01,3,33.41
MR366,2024-07-07,2024-07-11,MI-2023-106824,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.47,3,4.21
CA368,2023-07-03,2023-07-06,GA-2022-130029,K-Eco Energy Bulbs 20W,First Class,KE20W,0.76,2,1.27
AJ342,2024-02-20,2024-02-25,GA-2023-105445,K-Eco Energy Bulbs 20W (4-pack),Second Class,KE20W04,0.39,3,13.63
CB608,2022-12-12,2022-12-15,OK-2021-145065,K-Eco Energy Bulbs 20W (4-pack),First Class,KE20W04,0.15,2,12.66
AJ342,2023-03-03,2023-03-08,GA-2022-103982,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.46,1,6.7
SK733,2024-12-14,2024-12-18,OK-2023-151799,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.68,6,23.81
SK733,2024-12-14,2024-12-18,OK-2023-151799,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.65,14,60.76
LR311,2024-06-24,2024-06-26,TN-2023-159107,K-Eco Energy Bulbs 20W  (8-pack),Second Class,KE20W08,0.12,1,10.91
CH327,2022-07-16,2022-07-20,NV-2021-146948,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.36,4,31.74
KS246,2021-09-29,2021-10-03,NV-2020-146969,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.2,4,12.16
KH715,2021-03-11,2021-03-16,OK-2020-166884,K-Eco Energy Bulbs 23W,Second Class,KE23W,0.79,6,4.79
NV989,2024-12-11,2024-12-13,OR-2023-125213,K-Eco Energy Bulbs 23W,First Class,KE23W,0.5,3,5.7
CL177,2024-04-17,2024-04-22,UT-2023-128965,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.56,5,8.36
DD951,2021-07-12,2021-07-16,TN-2020-161508,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.41,2,4.48
AL696,2023-11-03,2023-11-08,VT-2022-109365,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.12,7,23.41
HV383,2023-12-16,2023-12-19,MI-2022-104794,K-Eco Energy Bulbs 23W (4-pack),First Class,KE23W04,0.36,2,15.36
BL360,2023-11-24,2023-12-01,WI-2022-105284,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.53,3,16.92
JW700,2021-02-02,2021-02-06,MO-2020-139857,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.5,5,43.75
FH324,2023-09-05,2023-09-07,LA-2022-149195,K-Eco Energy Bulbs 23W  (8-pack),Second Class,KE23W08,0.08,8,128.8
NS930,2024-05-20,2024-05-22,MN-2023-111332,K-Eco Energy Bulbs 23W  (8-pack),Second Class,KE23W08,0.74,3,13.65
TP113,2024-09-04,2024-09-06,MS-2023-166394,K-Eco Energy Bulbs 23W  (8-pack),Second Class,KE23W08,0.3,6,73.5
NV989,2023-08-08,2023-08-13,OR-2022-169026,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.34,3,3.96
AW191,2023-10-07,2023-10-11,NE-2022-139808,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.13,12,20.88
AF146,2021-01-06,2021-01-10,KY-2020-167199,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.42,4,4.64
KS246,2023-11-03,2023-11-08,NV-2022-168893,K-Eco Energy Bulbs 9W (4-pack),Second Class,KE9W04,0.32,4,16.86
ZM708,2024-05-03,2024-05-08,NV-2023-132199,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.36,2,7.94
KK578,2023-04-08,2023-04-15,OH-2022-134789,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.46,6,20.09
BP340,2024-08-21,2024-08-28,OK-2023-126956,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.35,7,28.21
CA368,2024-09-02,2024-09-08,GA-2023-111220,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.78,4,5.46
MM309,2022-11-08,2022-11-10,MA-2021-117611,K-Eco Energy Bulbs 9W (4-pack),Second Class,KE9W04,0.23,1,4.77
AW191,2024-09-29,2024-10-02,NE-2023-140186,K-Eco Energy Bulbs 9W (4-pack),First Class,KE9W04,0.54,7,19.96
MF838,2021-12-05,2021-12-10,NE-2020-133830,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.07,3,17.3
BA261,2021-08-17,2021-08-21,AR-2020-111500,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.47,7,35.25
CH327,2024-04-24,2024-04-28,NV-2023-166933,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.05,1,9.03
SD934,2023-11-24,2023-11-26,NV-2022-128531,K-Eco Energy Bulbs 9W  (8-pack),Second Class,KE9W08,0.36,3,18.24
KP976,2021-10-03,2021-10-07,HI-2020-120775,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.74,3,7.41
FH324,2023-09-02,2023-09-02,LA-2022-116540,K-Eco Energy Bulbs 9W  (8-pack),Same Day,KE9W08,0.76,1,2.28
CA368,2024-02-23,2024-03-02,GA-2023-136007,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.5,5,5.6
RB330,2022-11-08,2022-11-14,MD-2021-123568,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.19,3,5.44
KS246,2021-10-24,2021-10-24,NV-2020-113047,K-Eco Energy Bulbs 13W (4-pack),Same Day,KE13W04,0.07,3,18.27
CC186,2022-07-09,2022-07-14,FL-2021-132626,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.54,4,12.05
JW700,2022-09-21,2022-09-23,MO-2021-149972,K-Eco Energy Bulbs 13W (4-pack),First Class,KE13W04,0.67,2,4.32
AL696,2023-09-05,2023-09-10,VT-2022-144540,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.74,9,15.33
MG263,2024-03-05,2024-03-05,KS-2023-168123,K-Eco Energy Bulbs 13W (4-pack),Same Day,KE13W04,0.53,2,6.16
SK733,2023-11-23,2023-11-23,OK-2022-160129,K-Eco Energy Bulbs 13W (4-pack),Same Day,KE13W04,0.22,5,25.55
CC186,2023-09-01,2023-09-05,FL-2022-155481,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.75,7,19.69
KN704,2024-02-02,2024-02-05,VA-2023-164147,K-Eco Energy Bulbs 13W  (8-pack),First Class,KE13W08,0.17,9,84.04
SC361,2024-10-02,2024-10-07,NV-2023-101308,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.58,3,14.18
ZF166,2024-10-05,2024-10-10,IN-2023-131807,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.51,5,27.56
ZF166,2024-10-05,2024-10-10,IN-2023-131807,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.59,4,18.45
MR358,2021-04-13,2021-04-17,GA-2020-122336,K-Eco Energy Bulbs 13W  (8-pack),Second Class,KE13W08,0.16,13,122.85
QV229,2022-12-26,2023-01-02,ME-2021-158792,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.56,5,5.83
QV229,2022-12-26,2023-01-02,ME-2021-158792,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.31,5,9.14
QV229,2023-12-26,2024-01-02,ME-2022-158792,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.0,5,13.25
LP623,2021-06-30,2021-07-04,MS-2020-116757,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.19,6,12.88
JR394,2023-09-12,2023-09-17,UT-2022-123946,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.71,3,6.48
MF838,2024-01-22,2024-01-25,NE-2023-152499,K-Eco Energy Bulbs 20W (4-pack),Second Class,KE20W04,0.49,5,19.0
HN831,2024-12-25,2024-12-30,LA-2023-147669,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.14,13,83.29
BA261,2023-10-23,2023-10-28,AR-2022-151323,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.71,5,17.98
SR304,2023-11-20,2023-11-24,MO-2022-110772,K-Eco Energy Bulbs 20W  (8-pack),Second Class,KE20W08,0.59,7,35.59
LP623,2023-08-26,2023-08-27,MS-2022-105585,K-Eco Energy Bulbs 20W  (8-pack),First Class,KE20W08,0.16,3,31.25
AB959,2024-12-18,2024-12-23,MI-2023-156664,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.19,3,9.23
IH716,2021-09-08,2021-09-14,VT-2020-168592,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.38,2,4.71
MM309,2023-10-13,2023-10-19,MA-2022-145583,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.2,2,6.08
AP383,2024-12-29,2024-12-31,KY-2023-102638,K-Eco Energy Bulbs 23W,First Class,KE23W,0.48,3,5.93
